neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Central Region,Outram,1.28156,103.84516,2.0,150,1.3862943611198906,1.3862943611198906,0.9477893989335261,0.16986301369863013
Central Region,Queenstown,1.29069,103.80709,2.0,119,4.499809670330265,0.0,0.0,1.0
Central Region,Outram,1.28163,103.84686,2.0,160,1.3862943611198906,1.0986122886681096,0.33647223662121295,0.12876712328767123
Central Region,Queenstown,1.2918,103.80624,2.0,125,4.499809670330265,0.0,0.0,1.0
Central Region,Queenstown,1.29668,103.8065,2.0,185,1.791759469228055,0.0,0.0,0.0
Central Region,Queenstown,1.29483,103.80713,2.0,185,1.791759469228055,0.0,0.0,0.0
Central Region,Kallang,1.31411,103.85977,0.0,25,0.6931471805599453,0.0,0.0,0.4904109589041096
Central Region,Kallang,1.31387,103.85278,2.0,190,2.70805020110221,0.0,0.0,1.0
Central Region,Kallang,1.31489,103.85983,0.0,26,0.6931471805599453,0.0,0.0,0.4904109589041096
Central Region,Kallang,1.3151,103.86084,1.0,100,0.6931471805599453,0.0,0.0,0.473972602739726
Central Region,Singapore River,1.29292,103.84195,2.0,150,3.044522437723423,0.0,0.0,1.0
Central Region,Downtown Core,1.2735,103.84547,2.0,144,4.499809670330265,0.0,0.0,0.7013698630136986
Central Region,Bukit Timah,1.31391,103.79435,2.0,156,4.499809670330265,0.0,0.0,1.0
Central Region,Bukit Timah,1.31326,103.79258,2.0,156,4.499809670330265,0.0,0.0,1.0
Central Region,Bukit Merah,1.28366,103.8338,2.0,250,0.6931471805599453,0.0,0.0,0.8986301369863013
Central Region,Bukit Merah,1.28431,103.83306,2.0,243,1.0986122886681096,1.0986122886681096,0.5007752879124893,0.8986301369863013
Central Region,Bukit Merah,1.28389,103.83046,2.0,125,1.0986122886681096,1.791759469228055,0.6678293725756554,0.8
Central Region,Bukit Merah,1.28844,103.82918,2.0,99,1.791759469228055,1.3862943611198906,0.5596157879354227,0.16164383561643836
Central Region,Bukit Merah,1.28898,103.82767,2.0,99,1.791759469228055,1.0986122886681096,0.3920420877760237,0.17534246575342466
Central Region,Bukit Merah,1.28298,103.83387,1.0,57,2.9444389791664403,0.6931471805599453,0.6931471805599453,0.9342465753424658
Central Region,Novena,1.32391,103.85183,2.0,225,1.3862943611198906,0.0,0.0,0.7123287671232876
Central Region,Novena,1.32421,103.85354,2.0,199,1.3862943611198906,0.0,0.0,0.7123287671232876
Central Region,Novena,1.32438,103.85396,2.0,228,1.3862943611198906,0.0,0.0,0.7123287671232876
Central Region,Downtown Core,1.27352,103.84679,2.0,135,4.499809670330265,0.0,0.0,1.0
Central Region,Downtown Core,1.27518,103.84643,2.0,140,4.499809670330265,0.0,0.0,0.5753424657534246
Central Region,Downtown Core,1.27356,103.8455,2.0,106,4.499809670330265,0.0,0.0,0.9945205479452055
Central Region,Bukit Merah,1.28541,103.83279,1.0,57,2.9444389791664403,0.0,0.0,0.9068493150684932
West Region,Clementi,1.31558,103.75791,2.0,144,0.6931471805599453,0.0,0.0,0.0
Central Region,Novena,1.32829,103.84735,2.0,118,1.791759469228055,1.0986122886681096,0.5247285289349821,0.9123287671232877
Central Region,Kallang,1.31132,103.86131,1.0,50,2.9444389791664403,0.0,0.0,0.9835616438356164
Central Region,Kallang,1.3111,103.85913,1.0,54,2.9444389791664403,0.0,0.0,0.9863013698630138
Central Region,Novena,1.32807,103.84729,2.0,100,1.3862943611198906,1.0986122886681096,0.4574248470388754,0.8958904109589041
Central Region,Novena,1.32699,103.84819,2.0,110,3.258096538021482,1.6094379124341003,0.6151856390902335,0.9808219178082191
Central Region,Bukit Merah,1.28315,103.83494,1.0,57,2.9444389791664403,0.0,0.0,0.9068493150684932
Central Region,Kallang,1.32422,103.86401,2.0,240,1.0986122886681096,2.5649493574615367,1.1662709371419244,0.8958904109589041
Central Region,Bukit Merah,1.28316,103.83354,1.0,57,2.9444389791664403,0.0,0.0,0.9068493150684932
Central Region,Geylang,1.3143,103.88271,2.0,118,0.6931471805599453,2.1972245773362196,0.9360933591703348,0.29315068493150687
Central Region,Geylang,1.31257,103.88399,1.0,90,0.6931471805599453,1.6094379124341003,0.5596157879354227,0.9616438356164384
West Region,Jurong East,1.33441,103.74185,2.0,181,1.3862943611198906,0.0,0.0,0.0
West Region,Jurong East,1.33588,103.74204,2.0,181,1.791759469228055,0.0,0.0,0.0
Central Region,Novena,1.32591,103.85066,1.0,65,3.4339872044851463,1.9459101490553132,0.7839015438284094,0.4
North-East Region,Hougang,1.37623,103.90311,1.0,87,0.6931471805599453,0.0,0.0,0.4931506849315069
Central Region,Kallang,1.30936,103.86261,1.0,58,2.9444389791664403,0.0,0.0,0.9835616438356164
Central Region,Bukit Merah,1.28476,103.8338,2.0,132,1.0986122886681096,0.6931471805599453,0.173953307123438,0.9068493150684932
Central Region,Bukit Merah,1.28329,103.83375,2.0,111,1.0986122886681096,1.6094379124341003,0.5538851132264376,0.9123287671232877
Central Region,Novena,1.32599,103.84601,2.0,128,2.1972245773362196,0.0,0.0,0.8767123287671232
Central Region,Novena,1.32353,103.85207,2.0,218,1.3862943611198906,0.6931471805599453,0.2151113796169455,0.7123287671232876
Central Region,River Valley,1.29489,103.84196,2.0,150,2.3978952727983707,0.0,0.0,0.663013698630137
Central Region,Kallang,1.32009,103.86516,2.0,287,3.4339872044851463,0.0,0.0,0.726027397260274
Central Region,Rochor,1.31089,103.8525,1.0,100,0.6931471805599453,2.0794415416798357,0.9282193027394289,0.4849315068493151
Central Region,Kallang,1.32811,103.86288,1.0,58,2.0794415416798357,0.6931471805599453,0.2151113796169455,0.7013698630136986
Central Region,Novena,1.32842,103.84413,2.0,287,2.70805020110221,0.0,0.0,0.7178082191780822
Central Region,Downtown Core,1.27668,103.85017,2.0,206,3.4339872044851463,0.0,0.0,0.0
Central Region,Novena,1.32469,103.84983,2.0,181,2.772588722239781,0.0,0.0,1.0
Central Region,Novena,1.32883,103.84324,2.0,278,2.0794415416798357,0.0,0.0,0.23287671232876714
Central Region,Kallang,1.32081,103.86327,2.0,200,2.772588722239781,0.0,0.0,1.0
Central Region,Tanglin,1.29585,103.82795,1.0,82,0.6931471805599453,1.3862943611198906,0.7178397931503169,0.24657534246575344
Central Region,Bukit Merah,1.28537,103.83486,1.0,57,2.9444389791664403,0.0,0.0,0.9342465753424658
Central Region,Bukit Merah,1.28376,103.83533,2.0,129,1.0986122886681096,0.6931471805599453,0.173953307123438,0.8301369863013699
Central Region,Bukit Merah,1.28204,103.83088,2.0,122,0.6931471805599453,2.5649493574615367,1.1786549963416462,0.8
Central Region,Outram,1.28173,103.84536,2.0,149,1.3862943611198906,1.0986122886681096,0.33647223662121295,0.17534246575342466
Central Region,River Valley,1.29275,103.83864,2.0,219,2.639057329615259,0.6931471805599453,0.23111172096338664,0.915068493150685
Central Region,Rochor,1.30038,103.84716,2.0,131,2.9444389791664403,0.0,0.0,1.0
West Region,Bukit Panjang,1.37791,103.76626,1.0,44,1.791759469228055,2.302585092994046,1.1184149159642893,0.23835616438356164
Central Region,Kallang,1.31131,103.86206,1.0,58,2.9444389791664403,0.0,0.0,0.9835616438356164
North Region,Woodlands,1.42971,103.78167,1.0,47,0.6931471805599453,1.0986122886681096,0.3576744442718159,0.4904109589041096
Central Region,Bukit Merah,1.28283,103.83153,2.0,132,0.6931471805599453,0.6931471805599453,0.173953307123438,0.7287671232876712
Central Region,Bukit Merah,1.28236,103.83243,2.0,104,0.6931471805599453,1.9459101490553132,0.7561219797213337,0.7589041095890411
Central Region,Novena,1.32108,103.85325,2.0,137,1.3862943611198906,0.0,0.0,0.989041095890411
Central Region,Geylang,1.31479,103.88989,1.0,85,0.6931471805599453,2.1972245773362196,0.9858167945227653,0.452054794520548
Central Region,Geylang,1.31278,103.88884,1.0,44,0.6931471805599453,2.3978952727983707,1.095273387402595,0.3589041095890411
Central Region,Kallang,1.32174,103.86343,2.0,199,2.0794415416798357,1.3862943611198906,0.5247285289349821,0.3150684931506849
Central Region,Kallang,1.32191,103.86396,2.0,287,2.0794415416798357,1.0986122886681096,0.4252677354043441,0.4931506849315069
West Region,Jurong West,1.32843,103.72138,1.0,15,3.4339872044851463,0.0,0.0,0.810958904109589
Central Region,Geylang,1.31038,103.88391,2.0,169,0.6931471805599453,1.791759469228055,0.8153648132841945,0.40273972602739727
Central Region,Geylang,1.31036,103.8997,1.0,81,1.0986122886681096,1.3862943611198906,1.085189268335969,0.03287671232876713
Central Region,Geylang,1.31041,103.89994,1.0,81,1.0986122886681096,1.9459101490553132,0.9001613499442714,0.0410958904109589
Central Region,Geylang,1.313,103.8853,2.0,190,0.6931471805599453,1.6094379124341003,0.5822156198526637,0.3287671232876712
Central Region,Outram,1.28152,103.8399,2.0,240,1.3862943611198906,0.0,0.0,0.1780821917808219
Central Region,Outram,1.28002,103.84027,2.0,240,1.3862943611198906,1.0986122886681096,0.5128236264286637,0.16986301369863013
Central Region,Downtown Core,1.27561,103.84362,2.0,153,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.008219178082191782
Central Region,Novena,1.3228,103.85244,2.0,244,1.791759469228055,0.0,0.0,0.6958904109589041
Central Region,Downtown Core,1.2735,103.84667,2.0,135,4.499809670330265,0.0,0.0,0.7178082191780822
Central Region,Downtown Core,1.27533,103.84587,2.0,135,4.499809670330265,0.0,0.0,0.5753424657534246
Central Region,Downtown Core,1.27376,103.84684,2.0,108,4.499809670330265,0.0,0.0,0.9945205479452055
Central Region,Downtown Core,1.27512,103.84576,2.0,110,4.499809670330265,0.0,0.0,0.9945205479452055
Central Region,Museum,1.29993,103.84724,2.0,208,2.0794415416798357,2.302585092994046,1.007957920399979,0.25753424657534246
North Region,Yishun,1.41647,103.83438,2.0,181,2.0794415416798357,2.3978952727983707,1.1908875647772805,0.6465753424657534
Central Region,Marine Parade,1.3033,103.90068,1.0,40,1.791759469228055,0.6931471805599453,0.4574248470388754,0.038356164383561646
Central Region,Newton,1.30005,103.84303,2.0,287,1.0986122886681096,2.302585092994046,1.2325602611778486,0.12876712328767123
Central Region,Geylang,1.31276,103.88776,2.0,237,1.3862943611198906,0.0,0.0,0.4849315068493151
Central Region,Geylang,1.31284,103.88824,2.0,237,1.3862943611198906,0.6931471805599453,0.2546422183735807,0.0
Central Region,Geylang,1.31521,103.89747,2.0,187,1.3862943611198906,0.0,0.0,1.0
Central Region,Geylang,1.31522,103.89825,2.0,158,1.3862943611198906,0.0,0.0,1.0
Central Region,Geylang,1.31547,103.89851,2.0,158,1.3862943611198906,0.0,0.0,1.0
Central Region,Geylang,1.31569,103.89675,2.0,158,1.3862943611198906,0.6931471805599453,0.5596157879354227,0.9835616438356164
Central Region,Rochor,1.30983,103.85372,2.0,135,1.0986122886681096,1.791759469228055,1.2296405510745139,0.6657534246575343
Central Region,Geylang,1.31311,103.88862,2.0,237,1.3862943611198906,0.6931471805599453,0.5306282510621704,1.0
Central Region,River Valley,1.29346,103.83723,1.0,65,1.791759469228055,0.6931471805599453,0.4510756193602167,0.4931506849315069
East Region,Bedok,1.32514,103.9436,1.0,60,0.6931471805599453,2.0794415416798357,0.9001613499442714,0.10410958904109589
Central Region,Geylang,1.31192,103.88556,2.0,228,1.3862943611198906,0.0,0.0,0.9095890410958904
Central Region,Geylang,1.3118,103.88535,2.0,228,2.70805020110221,0.0,0.0,1.0
Central Region,Geylang,1.31195,103.88667,2.0,225,1.3862943611198906,0.0,0.0,0.9095890410958904
Central Region,Tanglin,1.31129,103.82515,2.0,169,1.3862943611198906,1.0986122886681096,0.46373401623214017,0.4575342465753425
Central Region,Geylang,1.31303,103.88714,2.0,187,3.044522437723423,0.0,0.0,0.9095890410958904
Central Region,Geylang,1.3132,103.88653,2.0,228,1.3862943611198906,0.0,0.0,0.9095890410958904
Central Region,Novena,1.32475,103.8489,2.0,169,2.70805020110221,0.0,0.0,1.0
East Region,Bedok,1.31351,103.93604,1.0,81,1.0986122886681096,0.6931471805599453,0.23111172096338664,0.0
Central Region,Newton,1.30531,103.84734,2.0,131,2.70805020110221,0.0,0.0,1.0
Central Region,Kallang,1.32092,103.8649,2.0,287,3.044522437723423,0.0,0.0,1.0
Central Region,Geylang,1.3134,103.89316,2.0,199,0.6931471805599453,2.1972245773362196,1.1085626195212777,0.9287671232876712
West Region,Jurong West,1.33664,103.69558,1.0,44,1.3862943611198906,1.0986122886681096,0.5128236264286637,0.9972602739726028
East Region,Bedok,1.31304,103.95774,2.0,99,0.6931471805599453,0.0,0.0,0.4904109589041096
Central Region,Geylang,1.3137,103.89315,1.0,99,1.0986122886681096,0.0,0.0,0.9972602739726028
Central Region,Geylang,1.31314,103.89414,1.0,90,1.0986122886681096,1.3862943611198906,0.48858001481867097,0.9945205479452055
North-East Region,Sengkang,1.39001,103.90749,1.0,60,1.6094379124341003,1.0986122886681096,0.41871033485818504,0.4931506849315069
Central Region,Queenstown,1.29204,103.77178,1.0,49,1.3862943611198906,0.0,0.0,0.0
East Region,Pasir Ris,1.37195,103.94379,2.0,96,2.3978952727983707,0.6931471805599453,0.18232155679395462,0.5726027397260274
Central Region,Geylang,1.31557,103.89025,1.0,65,2.0794415416798357,1.3862943611198906,0.6259384308664953,0.2191780821917808
Central Region,Rochor,1.30429,103.85076,1.0,150,0.6931471805599453,0.0,0.0,1.0
East Region,Bedok,1.30437,103.92211,2.0,58,0.6931471805599453,0.0,0.0,0.4904109589041096
Central Region,Bishan,1.35389,103.83496,1.0,65,1.0986122886681096,1.0986122886681096,0.4824261492442927,0.09041095890410959
Central Region,Geylang,1.31593,103.89695,2.0,99,1.791759469228055,0.0,0.0,1.0
Central Region,Geylang,1.31513,103.89737,2.0,199,1.3862943611198906,0.0,0.0,1.0
Central Region,Geylang,1.31431,103.89804,2.0,178,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0
Central Region,Geylang,1.31006,103.87815,2.0,237,1.3862943611198906,1.9459101490553132,0.9593502213346021,0.0
Central Region,Bukit Merah,1.28365,103.83157,2.0,132,0.6931471805599453,1.0986122886681096,1.0986122886681096,0.8602739726027397
Central Region,Bukit Timah,1.32108,103.81054,2.0,190,3.367295829986474,0.0,0.0,0.9972602739726028
Central Region,Kallang,1.31469,103.85268,2.0,128,2.772588722239781,0.0,0.0,1.0
Central Region,Geylang,1.30972,103.87752,2.0,237,1.3862943611198906,1.6094379124341003,0.6729444732424258,0.9753424657534246
Central Region,Geylang,1.31015,103.87672,2.0,199,1.3862943611198906,0.6931471805599453,0.5128236264286637,0.9863013698630138
Central Region,Geylang,1.31178,103.87784,2.0,199,1.3862943611198906,0.0,0.0,1.0
Central Region,Geylang,1.30982,103.8783,2.0,199,1.3862943611198906,0.0,0.0,0.989041095890411
Central Region,Geylang,1.31134,103.87761,2.0,199,1.3862943611198906,0.6931471805599453,0.41871033485818504,1.0
Central Region,Kallang,1.32149,103.86515,2.0,140,2.772588722239781,0.6931471805599453,0.6931471805599453,1.0
Central Region,Geylang,1.31119,103.87772,2.0,199,1.3862943611198906,0.0,0.0,1.0
Central Region,Geylang,1.3142,103.89863,2.0,99,1.3862943611198906,0.0,0.0,0.989041095890411
Central Region,Geylang,1.31451,103.89862,2.0,137,1.3862943611198906,0.0,0.0,1.0
Central Region,Geylang,1.31512,103.89682,2.0,208,1.3862943611198906,0.6931471805599453,0.29266961396282,1.0
Central Region,Geylang,1.31409,103.89858,2.0,187,1.3862943611198906,0.0,0.0,0.9917808219178083
Central Region,Newton,1.30967,103.82707,2.0,187,1.3862943611198906,1.791759469228055,0.8241754429663495,0.4575342465753425
Central Region,Geylang,1.31492,103.89453,2.0,199,0.6931471805599453,2.4849066497880004,1.1908875647772805,0.9397260273972603
Central Region,River Valley,1.29462,103.83833,0.0,85,0.6931471805599453,0.0,0.0,0.9095890410958904
Central Region,Kallang,1.31214,103.85918,2.0,265,1.0986122886681096,2.3978952727983707,1.2029723039923526,0.9260273972602739
Central Region,Kallang,1.31623,103.85547,2.0,135,1.791759469228055,1.0986122886681096,0.3435897043900769,0.9342465753424658
Central Region,Downtown Core,1.28009,103.85425,1.0,199,0.6931471805599453,1.6094379124341003,0.7561219797213337,0.3287671232876712
Central Region,Downtown Core,1.27525,103.84399,2.0,150,0.6931471805599453,0.0,0.0,0.0
North-East Region,Ang Mo Kio,1.36626,103.84143,1.0,50,1.0986122886681096,1.9459101490553132,0.8754687373538999,0.40273972602739727
Central Region,Orchard,1.30132,103.83716,2.0,308,1.9459101490553132,0.6931471805599453,0.36464311358790924,0.8191780821917808
Central Region,Outram,1.27609,103.84356,2.0,161,1.6094379124341003,0.6931471805599453,0.22314355131420976,0.0
Central Region,Downtown Core,1.27487,103.8449,2.0,137,3.4339872044851463,1.0986122886681096,0.6931471805599453,0.8383561643835616
Central Region,Geylang,1.31507,103.88652,2.0,199,1.0986122886681096,1.0986122886681096,0.3784364357202451,0.336986301369863
Central Region,Kallang,1.31413,103.85315,2.0,128,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.9561643835616438
Central Region,Kallang,1.31396,103.85477,2.0,126,1.3862943611198906,0.6931471805599453,0.5933268452777344,0.8904109589041096
Central Region,Newton,1.30522,103.84853,2.0,126,1.3862943611198906,0.0,0.0,0.6657534246575343
Central Region,Bukit Merah,1.28168,103.83039,2.0,125,1.0986122886681096,1.0986122886681096,0.4252677354043441,0.7972602739726028
West Region,Jurong East,1.33474,103.74257,2.0,129,3.4339872044851463,0.0,0.0,0.9205479452054794
Central Region,Kallang,1.31104,103.85682,2.0,208,2.0794415416798357,0.0,0.0,0.9972602739726028
Central Region,Kallang,1.30313,103.86179,2.0,106,3.4339872044851463,0.0,0.0,0.821917808219178
Central Region,Orchard,1.30771,103.83193,1.0,256,1.6094379124341003,0.0,0.0,0.4849315068493151
Central Region,Geylang,1.31155,103.87608,2.0,181,2.639057329615259,0.0,0.0,1.0
Central Region,Kallang,1.31616,103.8544,2.0,128,2.70805020110221,0.0,0.0,1.0
Central Region,Tanglin,1.29478,103.82975,2.0,124,0.6931471805599453,2.302585092994046,1.2149127443642704,0.6438356164383562
Central Region,Rochor,1.30088,103.85908,1.0,200,0.6931471805599453,0.0,0.0,0.0
Central Region,Rochor,1.30189,103.85943,0.0,200,0.6931471805599453,0.0,0.0,0.9945205479452055
Central Region,Rochor,1.30207,103.85812,0.0,200,0.6931471805599453,1.0986122886681096,0.5933268452777344,0.9972602739726028
Central Region,Rochor,1.30202,103.86012,0.0,200,0.6931471805599453,0.0,0.0,1.0
Central Region,Rochor,1.30179,103.86003,0.0,200,0.6931471805599453,0.6931471805599453,0.5306282510621704,1.0
Central Region,Rochor,1.30209,103.85796,0.0,200,0.6931471805599453,0.0,0.0,0.0
Central Region,Rochor,1.30248,103.85983,0.0,200,0.6931471805599453,0.0,0.0,1.0
West Region,Bukit Panjang,1.34844,103.77219,1.0,65,0.6931471805599453,0.0,0.0,0.9095890410958904
North Region,Central Water Catchment,1.35233,103.81874,2.0,300,1.0986122886681096,0.0,0.0,0.9972602739726028
Central Region,Tanglin,1.2934,103.83027,2.0,124,1.0986122886681096,1.791759469228055,0.8501509293696101,0.8986301369863013
Central Region,Bukit Merah,1.29006,103.83231,2.0,299,1.0986122886681096,0.0,0.0,0.9972602739726028
Central Region,Geylang,1.31197,103.8781,2.0,228,1.3862943611198906,0.0,0.0,0.9205479452054794
Central Region,Geylang,1.3111,103.87615,2.0,228,1.3862943611198906,0.0,0.0,0.9232876712328767
Central Region,Geylang,1.31155,103.8769,2.0,228,1.3862943611198906,0.0,0.0,0.8684931506849315
